name,city,country,iata,icao,lat,lon,elev,tz,dst,olsontz
Rainbow Lake Airport,Rainbow Lake,Canada,YOP,CYOP,58.4914016723633,-119.407997131348,1759,-7,A,America/Edmonton
Bonnyville Airport,Bonnyville,Canada,YBY,CYBF,54.304199,-110.744003,1836,-7,A,America/Edmonton
Wekweètì Airport,Wekweeti,Canada,YFJ,CFJ2,64.190804,-114.077002,1208,-7,A,America/Edmonton
Camaguey-Campo Cuatro Milpas Airport,Guasave,Mexico,\N,MM52,25.652200698853,-108.53800201416,92,-7,A,America/Mazatlan
Cabo San Lucas International Airport,Cabo San Lucas,Mexico,\N,MMSL,22.947701,-109.936996,459,-7,A,America/Mazatlan
Provo Municipal Airport,Provo,United States,PVU,KPVU,40.219200134277,-111.72299957275,4497,-7,A,America/Denver
Steamboat Springs Bob Adams Field,Steamboat Springs,United States,SBS,KSBS,40.5163002,-106.8659973,6882,-7,A,America/Denver
Delta Municipal Airport,Delta,United States,DTA,KDTA,39.3805999756,-112.508003235,4759,-7,A,America/Denver
Richfield Municipal Airport,Richfield,United States,\N,KRIF,38.736400604248,-112.098999023438,5301,-7,A,America/Denver
Carbon County Regional/Buck Davis Field,Price,United States,PUC,KPUC,39.61389923,-110.7509995,5957,-7,A,America/Denver
Los Alamos Airport,Los Alamos,United States,LAM,KLAM,35.8797988892,-106.268997192,7171,-7,A,America/Denver
Lake Havasu City Airport,Lake Havasu City,United States,HII,KHII,34.571098,-114.358002,783,-7,N,America/Phoenix
Winslow Lindbergh Regional Airport,Winslow,United States,INW,KINW,35.021900177,-110.722999573,4941,-7,N,America/Phoenix
Douglas Municipal Airport,Douglas,United States,DGL,KDGL,31.3425998688,-109.505996704,4173,-7,N,America/Phoenix
Scottsdale Airport,Scottsdale,United States,SCF,KSDL,33.622898101807,-111.91100311279,1510,-7,A,America/Phoenix
Garfield County Regional Airport,Rifle,United States,RIL,KRIL,39.526299,-107.726997,5548,-7,A,America/Denver
Shively Field,SARATOGA,United States,SAA,KSAA,41.444901,-106.823997,7012,-7,A,America/Denver
Dell Flight Strip,Dell,United States,\N,K4U9,44.7356987,-112.720001221,6007,-7,A,America/Denver
Mission Field,Livingston-Montana,United States,LVM,KLVM,45.6994018555,-110.447998047,4660,-7,A,America/Denver
Big Timber Airport,Big Timber,United States,\N,K6S0,45.8064002990723,-109.981002807617,4492,-7,A,America/Denver
Monument Valley Airport,Monument Valley,United States,GMV,UT25,37.0167007446,-110.200996399,5192,-7,U,America/Denver
Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,United States,SPF,KSPF,44.48030090332,-103.78299713135,3931,-7,A,America/Denver
Rocky Mountain Metropolitan Airport,Broomfield-CO,United States,BJC,KBJC,39.90879822,-105.1169968,5673,-7,A,America/Denver
Hunt Field,Lindau,Germany,LND,KLND,42.8152008057,-108.730003357,5586,-7,E,America/Denver
Bryce Canyon Airport,Bryce Canyon,United States,BCE,KBCE,37.706401825,-112.144996643,7590,-7,A,America/Denver
Marana Regional Airport,Tucson,United States,AVW,KAVQ,32.4095993042,-111.218002319,2031,-7,U,America/Phoenix
Casa Grande Municipal Airport,Casa Grande,United States,CGZ,KCGZ,32.954899,-111.766998,1464,-7,U,America/Phoenix
Mobile Airport,Mobile,United States,\N,1AZ0,33.1119003295898,-112.268997192383,1261,-7,U,America/Phoenix
Buckeye Municipal Airport,Buckeye,United States,BXK,KBXK,33.42039871,-112.685997,1033,-7,U,America/Phoenix
Gila Bend Municipal Airport,Gila Bend,United States,\N,KE63,32.95809937,-112.6780014,789,-7,U,America/Phoenix
Sterling Municipal Airport,Sterling,United States,STK,KSTK,40.61529922,-103.2649994,4040,-7,A,America/Denver
Rawlins Municipal Airport/Harvey Field,Rawlins,United States,RWL,KRWL,41.80559921,-107.1999969,6813,-7,A,America/Denver
Phoenix Deer Valley Airport,Phoenix ,United States,DVT,KDVT,33.6883010864,-112.083000183,1478,-7,A,America/Phoenix
Calgary / Springbank Airport,Calgary,Canada,\N,CYBW,51.103099823,-114.374000549,3940,-7,A,America/Edmonton
Golden Airport,Golden,Canada,\N,CYGE,51.299196,-116.982002,2575,-7,A,America/Edmonton
Ontario Municipal Airport,Ontario,United States,ONO,KONO,44.020500183105,-117.01399993896,2193,-7,A,America/Denver
Suffield Heliport,Suffield,Canada,YSD,CYSD,50.2667007446289,-111.182998657227,2525,-7,A,America/Edmonton
Sky Ranch At Carefree Airport,Carefree,United States,\N,18AZ,33.8180999755859,-111.898002624512,2568,-7,N,America/Phoenix
Sidney Municipal-Lloyd W Carr Field,Sidney,United States,SNY,KSNY,41.10129929,-102.9850006,4313,-7,A,America/Denver
Boulder Municipal Airport,Boulder,United States,WBU,KBDU,40.0393981934,-105.225997925,5288,-7,A,America/Denver
Falcon Field,Mesa,United States,MSC,KFFZ,33.4608001709,-111.727996826,1394,-7,A,America/Phoenix
Coolidge Municipal Airport,Cooldige,United States,\N,KP08,32.9359016418457,-111.427001953125,1574,-7,A,America/Phoenix
Cottonwood Airport,Cottonwood,United States,\N,KP52,34.7299995422,-112.035003662,3550,-7,A,America/Phoenix
Ak-Chin Regional Airport,Phoenix,United States,\N,KA39,32.990806,-111.918528,1300,-7,A,America/Phoenix
Wickenburg Municipal Airport,Wickenburg,United States,\N,KE25,33.96889877,-112.7990036,2377,-7,A,America/Phoenix
Glasgow Industrial Airport,Glasgow,United States,\N,07MT,48.4211006164551,-106.52799987793,2762,-7,A,America/Denver
Pinal Airpark,Marana,United States,MZJ,KMZJ,32.5106010437,-111.32800293,1893,-7,N,America/Phoenix
Glendale Municipal Airport,Glendale,United States,\N,KGEU,33.5269012451172,-112.294998168945,1071,-7,N,America/Phoenix
Safford Regional Airport,Safford,United States,SAD,KSAD,32.85480118,-109.6350021,3179,-7,N,America/Phoenix
Fort Bridger Airport,Fort Bridger,United States,FBR,KFBR,41.3918991089,-110.406997681,7034,-7,A,America/Denver
Evanston-Uinta County Airport-Burns Field,Evanston,United States,EVW,KEVW,41.27479935,-111.0350037,7143,-7,A,America/Denver
Colorado Springs East Airport,Ellicott,United States,\N,KA50,38.8744010925293,-104.410003662109,6145,-7,A,America/Denver
Ogden Hinckley Airport,Ogden,United States,OGD,KOGD,41.195899963379,-112.0120010376,4473,-7,A,America/Denver
Colorado Plains Regional Airport,Akron,United States,AKO,KAKO,40.1755981445,-103.222000122,4714,-7,A,America/Denver
Gratiot Community Airport,Kamloops,Canada,AMN,KAMN,43.322101593,-84.68800354,754,-7,A,\N
Ryan Field,Tucson,United States,\N,KRYN,32.1422004699707,-111.175003051758,2417,-7,A,\N
Fort Mackay / Horizon Airport,Wood Buffalo,Canada,HZP,CYNR,57.3816986084,-111.700996399,916,-7,A,\N
Canmore Municipal Heliport,Canmore,Canada,\N,CEW9,51.0778007507,-115.337997437,4296,-7,A,\N
Greeley–Weld County Airport,Greeley,United States,GXY,KGXY,40.4374008179,-104.633003235,4697,-7,A,\N
La Grande/Union County Airport,La Grande,United States,LGD,KLGD,45.2901992798,-118.007003784,2717,-7,A,\N
Banff Airport,Banff,Canada,YBA,CYBA,51.2073404699,-115.541861057,4583,-7,A,\N
Drumheller Municipal Airport,Drumheller,Canada,\N,CEG4,51.4963989257813,-112.749000549316,2597,-7,A,\N
Hinton/Jasper-Hinton Airport,Hinton,Canada,YJP,CEC4,53.3191986084,-117.752998352,4006,-7,A,\N
Doris Lake,Doris Lake,Canada,JOJ,CDL7,68.1252746582,-106.585281372,50,-7,A,\N
Winnipeg / St. Andrews Airport,Winnipeg,Canada,\N,CYAV,50.0564002991,-97.0325012207,760,-6,A,America/Winnipeg
Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,64.2988967896,-96.077796936,59,-6,A,America/Winnipeg
Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,49.91,-99.951897,1343,-6,A,America/Winnipeg
Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,51.1007995605469,-100.052001953125,999,-6,A,America/Winnipeg
Arviat Airport,Eskimo Point,Canada,YEK,CYEK,61.0942001343,-94.0708007812,32,-6,A,America/Winnipeg
Estevan Airport,Estevan,Canada,YEN,CYEN,49.2103004456,-102.966003418,1905,-6,N,America/Regina
Eureka Airport,Eureka,Canada,YEU,CYEU,79.9946975708,-85.814201355,256,-6,A,America/Winnipeg
Flin Flon Airport,Flin Flon,Canada,YFO,CYFO,54.6781005859375,-101.681999206543,997,-6,A,America/Winnipeg
Hudson Bay Airport,Hudson Bay,Canada,YHB,CYHB,52.8166999817,-102.310997009,1175,-6,N,America/Regina
Dryden Regional Airport,Dryden,Canada,YHD,CYHD,49.8316993713379,-92.7442016601563,1354,-6,A,America/Winnipeg
Kindersley Airport,Kindersley,Canada,YKY,CYKY,51.5175018311,-109.180999756,2277,-6,N,America/Regina
Meadow Lake Airport,Meadow Lake,Canada,YLJ,CYLJ,54.125301361084,-108.523002624512,1576,-6,N,America/Regina
Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,YMJ,CYMJ,50.3302993774414,-105.55899810791,1892,-6,N,America/Regina
Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,53.2141990662,-105.672996521,1405,-6,N,America/Regina
Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,49.903099,-98.273817,885,-6,A,America/Winnipeg
Kenora Airport,Kenora,Canada,YQK,CYQK,49.7882995605469,-94.3630981445313,1332,-6,A,America/Winnipeg
Regina International Airport,Regina,Canada,YQR,CYQR,50.4319000244141,-104.666000366211,1894,-6,N,America/Regina
Yorkton Municipal Airport,Yorkton,Canada,YQV,CYQV,51.2647018432617,-102.46199798584,1635,-6,N,America/Regina
North Battleford Airport,North Battleford,Canada,YQW,CYQW,52.7691993713379,-108.244003295898,1799,-6,N,America/Regina
Resolute Bay Airport,Resolute,Canada,YRB,CYRB,74.7169036865,-94.9693984985,215,-6,A,America/Winnipeg
Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,62.8114013672,-92.1157989502,94,-6,A,America/Winnipeg
Thompson Airport,Thompson,Canada,YTH,CYTH,55.8011016845703,-97.8641967773438,729,-6,A,America/Winnipeg
Repulse Bay Airport,Repulse Bay,Canada,YUT,CYUT,66.5214004517,-86.2247009277,80,-6,A,America/Winnipeg
La Ronge Airport,La Ronge,Canada,YVC,CYVC,55.1514015198,-105.262001038,1242,-6,N,America/Regina
Buffalo Narrows Airport,Buffalo Narrows,Canada,YVT,CYVT,55.8418998718,-108.417999268,1423,-6,N,America/Regina
Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,49.9099998474,-97.2398986816,783,-6,A,America/Winnipeg
Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,CYXE,52.1707992553711,-106.699996948242,1653,-6,N,America/Regina
Sioux Lookout Airport,Sioux Lookout,Canada,YXL,CYXL,50.113899230957,-91.9052963256836,1258,-6,A,America/Winnipeg
Lynn Lake Airport,Lynn Lake,Canada,YYL,CYYL,56.863899230957,-101.075996398926,1170,-6,A,America/Winnipeg
Swift Current Airport,Swift Current,Canada,YYN,CYYN,50.2919006348,-107.691001892,2680,-6,N,America/Regina
Churchill Airport,Churchill,Canada,YYQ,CYYQ,58.739200592041,-94.0650024414063,94,-6,A,America/Winnipeg
Bananera Airport,Bananera,Guatemala,\N,MGBN,15.47350025177,-88.8371963500977,130,-6,U,America/Guatemala
Coban Airport,Coban,Guatemala,CBV,MGCB,15.4689998626709,-90.4067001342773,4339,-6,U,America/Guatemala
La Aurora Airport,Guatemala City,Guatemala,GUA,MGGT,14.5832996368408,-90.5274963378906,4952,-6,U,America/Guatemala
Retalhuleu Airport,Retalhuleu,Guatemala,RER,MGRT,14.5209999084473,-91.6973037719727,656,-6,U,America/Guatemala
San José Airport,San Jose,Guatemala,GSJ,MGSJ,13.9362001419,-90.8358001709,29,-6,U,America/Guatemala
Goloson International Airport,La Ceiba,Honduras,LCE,MHLC,15.7425,-86.852997,39,-6,U,America/Tegucigalpa
Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,SAP,MHLM,15.4526,-87.923599,91,-6,U,America/Tegucigalpa
La Laguna Airport,Guanaja,Honduras,GJA,MHNJ,16.4454,-85.906601,49,-6,U,America/Tegucigalpa
Juan Manuel Galvez International Airport,Roatan,Honduras,RTB,MHRO,16.316799,-86.523003,39,-6,U,America/Tegucigalpa
Tela Airport,Tela,Honduras,TEA,MHTE,15.7759,-87.4758,7,-6,U,America/Tegucigalpa
Toncontín International Airport,Tegucigalpa,Honduras,TGU,MHTG,14.0608997344971,-87.2172012329102,3294,-6,U,America/Tegucigalpa
Trujillo Airport,Trujillo,Honduras,TJI,MHTJ,15.9268,-85.938202,3,-6,U,America/Tegucigalpa
General Juan N Alvarez International Airport,Acapulco,Mexico,ACA,MMAA,16.7570991516113,-99.7539978027344,16,-6,S,America/Mexico_City
Del Norte International Airport,Monterrey,Mexico,NTR,MMAN,25.865601,-100.237,1476,-6,S,America/Mexico_City
Jesús Terán Paredo International Airport,Aguascalientes,Mexico,AGU,MMAS,21.705601,-102.318001,6112,-6,S,America/Mexico_City
Bahías de Huatulco International Airport,Huatulco,Mexico,HUX,MMBT,15.7753,-96.262604,464,-6,S,America/Mexico_City
General Mariano Matamoros Airport,Cuernavaca,Mexico,CVJ,MMCB,18.8348007202148,-99.2612991333008,4277,-6,S,America/Mexico_City
Ciudad Acuña New International Airport,Ciudad Acuna,Mexico,ACN,MMCC,29.332899,-101.098998,1410,-6,S,America/Mexico_City
Ciudad del Carmen International Airport,Ciudad Del Carmen,Mexico,CME,MMCE,18.6536998748779,-91.7990036010742,10,-6,S,America/Mexico_City
Chilpancingo Airport,Chilpancingo,Mexico,\N,MMCH,17.574239,-99.515424,4199,-6,S,America/Mexico_City
Ingeniero Alberto Acuña Ongay International Airport,Campeche,Mexico,CPE,MMCP,19.8167991638,-90.5002975464,34,-6,S,America/Mexico_City
General Pedro Jose Mendez International Airport,Ciudad Victoria,Mexico,CVM,MMCV,23.7033004761,-98.9564971924,761,-6,S,America/Mexico_City
General Guadalupe Victoria International Airport,Durango,Mexico,DGO,MMDO,24.1242008209,-104.527999878,6104,-6,S,America/Mexico_City
Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,GDL,MMGL,20.5217990875244,-103.310997009277,5016,-6,S,America/Mexico_City
Tehuacan Airport,Tehuacan,Mexico,TCN,MMHC,18.497200012207,-97.4198989868164,5509,-6,S,America/Mexico_City
Licenciado Miguel de la Madrid Airport,Colima,Mexico,CLQ,MMIA,19.277,-103.577002,2467,-6,S,America/Mexico_City
Plan De Guadalupe International Airport,Saltillo,Mexico,SLW,MMIO,25.5494995117188,-100.929000854492,4778,-6,S,America/Mexico_City
Ixtepec Airport,Iztepec,Mexico,IZT,MMIT,16.449301,-95.093697,164,-6,S,America/Mexico_City
Lázaro Cárdenas Airport,Lazard Cardenas,Mexico,LZC,MMLC,18.0016994476,-102.221000671,39,-6,S,America/Mexico_City
Del Bajío International Airport,Del Bajio,Mexico,BJX,MMLO,20.9935,-101.481003,5956,-6,S,America/Mexico_City
General Servando Canales International Airport,Matamoros,Mexico,MAM,MMMA,25.7698993683,-97.5252990723,25,-6,S,America/Mexico_City
Licenciado Manuel Crescencio Rejon Int Airport,Merida,Mexico,MID,MMMD,20.9370002747,-89.657699585,38,-6,S,America/Mexico_City
General Francisco J. Mujica International Airport,Morelia,Mexico,MLM,MMMM,19.849899292,-101.025001526,6033,-6,S,America/Mexico_City
Minatitlán/Coatzacoalcos National Airport,Minatitlan,Mexico,MTT,MMMT,18.1033992767,-94.5807037354,36,-6,S,America/Mexico_City
Monclova International Airport,Monclova,Mexico,LOV,MMMV,26.9557,-101.470001,1864,-6,S,America/Mexico_City
Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX,MMMX,19.4363,-99.072098,7316,-6,S,America/Mexico_City
General Mariano Escobedo International Airport,Monterrey,Mexico,MTY,MMMY,25.7784996033,-100.107002258,1278,-6,S,America/Mexico_City
Quetzalcóatl International Airport,Nuevo Laredo,Mexico,NLD,MMNL,27.4438991547,-99.5705032349,484,-6,S,America/Mexico_City
Xoxocotlán International Airport,Oaxaca,Mexico,OAX,MMOX,16.9999008179,-96.726600647,4989,-6,S,America/Mexico_City
El Tajín National Airport,Poza Rico,Mexico,PAZ,MMPA,20.6026992798,-97.4608001709,497,-6,S,America/Mexico_City
Hermanos Serdán International Airport,Puebla,Mexico,PBC,MMPB,19.1581001282,-98.3713989258,7361,-6,S,America/Mexico_City
Ingeniero Juan Guillermo Villasana Airport,Pachuca,Mexico,\N,MMPC,20.0774,-98.782501,7600,-6,S,America/Mexico_City
Piedras Negras International Airport,Piedras Negras,Mexico,PDS,MMPG,28.627399,-100.535004,901,-6,S,America/Mexico_City
Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,Mexico,UPN,MMPN,19.3966999053955,-102.039001464844,5258,-6,S,America/Mexico_City
Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,PVR,MMPR,20.6800994873047,-105.253997802734,23,-6,S,America/Mexico_City
Puerto Escondido International Airport,Puerto Escondido,Mexico,PXM,MMPS,15.8769,-97.089103,294,-6,S,America/Mexico_City
Querétaro Intercontinental Airport,Queretaro,Mexico,QRO,MMQT,20.6173,-100.185997,6296,-6,S,America/Mexico_City
General Lucio Blanco International Airport,Reynosa,Mexico,REX,MMRX,26.0089,-98.2285,139,-6,S,America/Mexico_City
Ponciano Arriaga International Airport,San Luis Potosi,Mexico,SLP,MMSP,22.2542991638,-100.930999756,6035,-6,S,America/Mexico_City
Tlaxcala Airport,Tlaxcala,Mexico,\N,MMTA,19.537992,-98.173492,8229,-6,S,America/Mexico_City
Terán Air Base,Tuxtla Gutierrez,Mexico,\N,MMTB,16.739901,-93.173301,1909,-6,S,America/Mexico_City
Francisco Sarabia International Airport,Torreon,Mexico,TRC,MMTC,25.5683002472,-103.411003113,3688,-6,S,America/Mexico_City
Angel Albino Corzo International Airport,Tuxtla Gutierrez,Mexico,TGZ,MMTG,16.5636005402,-93.0224990845,1499,-6,S,America/Mexico_City
General Francisco Javier Mina International Airport,Tampico,Mexico,TAM,MMTM,22.2964000702,-97.8658981323,80,-6,S,America/Mexico_City
Tamuin Airport,Tamuin,Mexico,TSL,MMTN,22.0383,-98.806502,164,-6,S,America/Mexico_City
Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,TLC,MMTO,19.3370990753,-99.5660018921,8466,-6,S,America/Mexico_City
Tapachula International Airport,Tapachula,Mexico,TAP,MMTP,14.7943000793,-92.3700027466,97,-6,S,America/Mexico_City
Carlos Rovirosa Pérez International Airport,Villahermosa,Mexico,VSA,MMVA,17.9969997406006,-92.8173980712891,46,-6,S,America/Mexico_City
General Heriberto Jara International Airport,Vera Cruz,Mexico,VER,MMVR,19.1459007263,-96.1873016357,90,-6,S,America/Mexico_City
General Leobardo C. Ruiz International Airport,Zacatecas,Mexico,ZCL,MMZC,22.8971004486,-102.68699646,7141,-6,S,America/Mexico_City
Ixtapa Zihuatanejo International Airport,Zihuatanejo,Mexico,ZIH,MMZH,17.601600647,-101.460998535,26,-6,S,America/Mexico_City
Zamora Airport,Zamora,Mexico,ZMM,MMZM,20.045,-102.276001,5141,-6,S,America/Mexico_City
Playa De Oro International Airport,Manzanillo,Mexico,ZLO,MMZO,19.1448001862,-104.558998108,30,-6,S,America/Mexico_City
Zapopan Airport,Zapopan,Mexico,\N,MMZP,20.747922,-103.461709,5333,-6,S,America/Mexico_City
Bluefields Airport,Bluefields,Nicaragua,BEF,MNBL,11.9910001754761,-83.7741012573242,20,-6,U,America/Managua
Los Brasiles Airport,Los Brasiles,Nicaragua,\N,MNBR,12.1899995803833,-86.3538970947266,262,-6,U,America/Managua
Leon (Fanor Urroz) Airport,Leon,Nicaragua,\N,MNLN,12.4292001724243,-86.9028015136719,328,-6,U,America/Managua
Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,MGA,MNMG,12.1415004730225,-86.1681976318359,194,-6,U,America/Managua
Puerto Cabezas Airport,Puerto Cabezas,Nicaragua,PUZ,MNPC,14.0472002029419,-83.3867034912109,52,-6,U,America/Managua
Buenos Aires Airport,Buenos Aires,Costa Rica,BAI,MRBA,9.163949,-83.330171,1214,-6,U,America/Costa_Rica
Coto 47 Airport,Coto 47,Costa Rica,OTR,MRCC,8.60155963897705,-82.9685974121094,26,-6,U,America/Costa_Rica
Chacarita Airport,Chacarita,Costa Rica,JAP,MRCH,9.98141002655,-84.7726974487,7,-6,U,America/Costa_Rica
El Carmen de Siquirres Airport,El Carmen,Costa Rica,\N,MREC,10.2019996643066,-83.4721984863281,56,-6,U,America/Costa_Rica
Finca 10 / Nuevo Palmar Sur Airport,Finca 10,Costa Rica,\N,MRFI,8.91635036468506,-83.5073013305664,25,-6,U,America/Costa_Rica
Golfito Airport,Golfito,Costa Rica,GLF,MRGF,8.65400981903076,-83.1821975708008,49,-6,U,America/Costa_Rica
Guapiles Airport,Guapiles,Costa Rica,GPL,MRGP,10.2172002792,-83.7969970703,883,-6,U,America/Costa_Rica
Daniel Oduber Quiros International Airport,Liberia,Costa Rica,LIR,MRLB,10.5933,-85.544403,270,-6,U,America/Costa_Rica
Los Chiles Airport,Los Chiles,Costa Rica,LSL,MRLC,11.0353002548218,-84.7061004638672,131,-6,U,America/Costa_Rica
Limon International Airport,Limon,Costa Rica,LIO,MRLM,9.95796012878418,-83.0220031738281,7,-6,U,America/Costa_Rica
Nosara Airport,Nosara Beach,Costa Rica,NOB,MRNS,9.97649002075,-85.6529998779,33,-6,U,America/Costa_Rica
Juan Santamaria International Airport,San Jose,Costa Rica,SJO,MROC,9.99386024475098,-84.2088012695313,3021,-6,U,America/Costa_Rica
Pandora Airport,Pandora,Costa Rica,\N,MRPD,9.73217010498047,-82.9832000732422,98,-6,U,America/Costa_Rica
Palmar Sur Airport,Palmar Sur,Costa Rica,PMZ,MRPM,8.95102977752686,-83.4685974121094,49,-6,U,America/Costa_Rica
Quepos Managua Airport,Quepos,Costa Rica,XQP,MRQP,9.44316005706787,-84.1297988891602,85,-6,U,America/Costa_Rica
Santa Clara De Guapiles Airport,Santa Clara,Costa Rica,\N,MRSG,10.2882995605469,-83.7135009765625,262,-6,U,America/Costa_Rica
San Vito De Java Airport,San Vito De Jaba,Costa Rica,TOO,MRSV,8.82610988616943,-82.9589004516602,3228,-6,U,America/Costa_Rica
Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,SAL,MSLP,13.4409,-89.055702,101,-6,U,America/El_Salvador
Ilopango International Airport,San Salvador,El Salvador,\N,MSSS,13.6995000839233,-89.1199035644531,2021,-6,U,America/El_Salvador
Philip S. W. Goldson International Airport,Belize City,Belize,BZE,MZBZ,17.5391006469727,-88.3081970214844,15,-6,U,America/Belize
Mataveri Airport,Easter Island,Chile,IPC,SCIP,-27.1648006439,-109.42199707,227,-6,S,Pacific/Easter
Seymour Airport,Galapagos,Ecuador,GPS,SEGS,-0.453758001327515,-90.2658996582031,207,-6,U,Pacific/Galapagos
Fort Smith Regional Airport,Fort Smith,United States,FSM,KFSM,35.3366012573242,-94.3674011230469,469,-6,A,America/Chicago
Ponca City Regional Airport,Ponca City,United States,PNC,KPNC,36.73199844,-97.09980011,1008,-6,A,America/Chicago
Grand Forks International Airport,Grand Forks,United States,GFK,KGFK,47.949299,-97.176102,845,-6,A,America/Chicago
Grider Field,Pine Bluff,United States,PBF,KPBF,34.1730995178,-91.9356002808,206,-6,A,America/Chicago
Whiting Field Naval Air Station - North,Milton,United States,NSE,KNSE,30.7241993,-87.02189636,199,-6,A,America/Chicago
Mobile Downtown Airport,Mobile,United States,BFM,KBFM,30.6268005371,-88.0680999756,26,-6,A,America/Chicago
Eppley Airfield,Omaha,United States,OMA,KOMA,41.3032,-95.894096,984,-6,A,America/Chicago
Wichita Eisenhower National Airport,Wichita,United States,ICT,KICT,37.649899,-97.433098,1333,-6,A,America/Chicago
Kansas City International Airport,Kansas City,United States,MCI,KMCI,39.2976,-94.713898,1026,-6,A,America/Chicago
Dane County Regional Truax Field,Madison,United States,MSN,KMSN,43.1399002075195,-89.3375015258789,887,-6,A,America/Chicago
Boone County Airport,Harrison,United States,HRO,KHRO,36.2615013122559,-93.1547012329102,1365,-6,A,America/Chicago
East Texas Regional Airport,Longview,United States,GGG,KGGG,32.3839988708496,-94.7115020751953,365,-6,A,America/Chicago
Acadiana Regional Airport,Louisiana,United States,ARA,KARA,30.0378,-91.883904,24,-6,A,America/Chicago
Memphis International Airport,Memphis,United States,MEM,KMEM,35.0424003601074,-89.9766998291016,341,-6,A,America/Chicago
TSTC Waco Airport,Waco,United States,CNW,KCNW,31.6378002167,-97.0740966797,470,-6,A,America/Chicago
Little Rock Air Force Base,Jacksonville,United States,LRF,KLRF,34.9169006348,-92.1496963501,311,-6,A,America/Chicago
Redstone Army Air Field,Redstone,United States,HUA,KHUA,34.67869949,-86.68479919,684,-6,A,America/Chicago
Dalhart Municipal Airport,Dalhart,United States,DHT,KDHT,36.0225982666,-102.54699707,3991,-6,A,America/Chicago
DLF Airport,Del Rio,United States,DLF,KDLF,29.359501,-100.778002,1082,-6,A,America/Chicago
Anniston Metropolitan Airport,Anniston,United States,ANB,KANB,33.58819962,-85.85810089,612,-6,A,America/Chicago
Huron Regional Airport,Huron,United States,HON,KHON,44.3852005004883,-98.2285003662109,1289,-6,A,America/Chicago
Lafayette Regional Airport,Lafayette,United States,LFT,KLFT,30.20529938,-91.98760223,42,-6,A,America/Chicago
Garden City Regional Airport,Garden City,United States,GCK,KGCK,37.9275016785,-100.723999023,2891,-6,A,America/Chicago
Minot International Airport,Minot,United States,MOT,KMOT,48.2593994140625,-101.279998779297,1716,-6,A,America/Chicago
Maxwell Air Force Base,Montgomery,United States,MXF,KMXF,32.3829,-86.365799,171,-6,A,America/Chicago
Robinson Army Air Field,Robinson,United States,\N,KRBM,34.85010147,-92.30020142,587,-6,A,America/Chicago
Dallas Love Field,Dallas,United States,DAL,KDAL,32.847099,-96.851799,487,-6,A,America/Chicago
Hurlburt Field,Mary Esther,United States,\N,KHRT,30.4277992248535,-86.6893005371094,38,-6,A,America/Chicago
Vance Air Force Base,Enid,United States,END,KEND,36.3391990662,-97.9164962769,1307,-6,A,America/Chicago
Lake Charles Regional Airport,Lake Charles,United States,LCH,KLCH,30.1261005401611,-93.2232971191406,15,-6,A,America/Chicago
Campbell AAF (Fort Campbell) Air Field,Hopkinsville,United States,HOP,KHOP,36.668598175,-87.4962005615,573,-6,A,America/Chicago
Palacios Municipal Airport,Palacios,United States,PSX,KPSX,28.727500915527,-96.250999450684,14,-6,A,America/Chicago
Arkansas International Airport,Blytheville,United States,BYH,KBYH,35.9642982483,-89.9440002441,254,-6,A,America/Chicago
Tinker Air Force Base,Oklahoma City,United States,TIK,KTIK,35.414699554443,-97.386596679688,1291,-6,A,America/Chicago
Muskogee-Davis Regional Airport,Muskogee,United States,\N,KMKO,35.656502,-95.366699,611,-6,A,America/Chicago
Falls International Airport,International Falls,United States,INL,KINL,48.5662002563477,-93.4030990600586,1185,-6,A,America/Chicago
Childress Municipal Airport,Childress,United States,CDS,KCDS,34.4337997437,-100.288002014,1954,-6,A,America/Chicago
Keesler Air Force Base,Biloxi,United States,BIX,KBIX,30.4104003906,-88.9244003296,33,-6,A,America/Chicago
Kingsville Naval Air Station,Kingsville,United States,NQI,KNQI,27.5072002411,-97.8097000122,50,-6,A,America/Chicago
Marshall Army Air Field,Fort Riley,United States,FRI,KFRI,39.05530167,-96.76450348,1065,-6,A,America/Chicago
Lincoln Airport,Lincoln,United States,LNK,KLNK,40.851001739502,-96.7592010498047,1219,-6,A,America/Chicago
